timestamp,Ax ,Ay ,Az ,Gx ,Gy ,Gz ,Mx ,My ,Mz
2021_11_18_08:12:02.394,-0.00 ,-0.00 ,1.00 ,1.10 ,0.18 ,0.24 ,-0.98 ,-22.72 ,-15.22
2021_11_18_08:12:02.454,-0.00 ,-0.00 ,1.00 ,1.16 ,0.18 ,0.31 ,-1.48 ,-22.73 ,-14.88
2021_11_18_08:12:02.529,-0.00 ,-0.00 ,1.00 ,0.79 ,0.24 ,0.24 ,-1.48 ,-22.73 ,-14.88
2021_11_18_08:12:02.590,-0.00 ,-0.00 ,1.00 ,0.98 ,-0.06 ,0.24 ,-1.70 ,-22.46 ,-14.33
2021_11_18_08:12:02.665,-0.00 ,-0.00 ,1.00 ,1.04 ,0.18 ,0.24 ,-1.43 ,-22.40 ,-14.84
2021_11_18_08:12:02.754,-0.00 ,-0.00 ,1.00 ,1.16 ,0.18 ,0.18 ,-1.50 ,-22.67 ,-14.20
2021_11_18_08:12:02.844,-0.00 ,-0.00 ,1.00 ,1.10 ,0.06 ,0.12 ,-1.15 ,-22.49 ,-14.01
2021_11_18_08:12:02.919,-0.00 ,-0.00 ,1.00 ,1.10 ,0.12 ,0.31 ,-1.27 ,-22.85 ,-14.42
2021_11_18_08:12:03.009,-0.00 ,-0.00 ,1.00 ,1.04 ,0.12 ,0.37 ,-1.12 ,-22.96 ,-15.10
2021_11_18_08:12:03.069,-0.00 ,-0.00 ,1.00 ,1.04 ,0.18 ,0.18 ,-1.10 ,-22.56 ,-14.38
2021_11_18_08:12:03.131,-0.00 ,-0.00 ,1.00 ,1.16 ,0.12 ,0.18 ,-1.88 ,-22.71 ,-14.59
2021_11_18_08:12:03.249,-0.01 ,-0.00 ,1.00 ,0.92 ,0.18 ,0.24 ,-2.00 ,-22.51 ,-14.33
2021_11_18_08:12:03.339,-0.00 ,-0.00 ,1.00 ,1.10 ,0.12 ,0.12 ,-1.17 ,-22.46 ,-13.72
2021_11_18_08:12:03.414,-0.00 ,-0.00 ,1.00 ,1.04 ,0.24 ,0.24 ,-1.34 ,-22.56 ,-14.37
2021_11_18_08:12:03.489,-0.00 ,-0.00 ,1.00 ,1.04 ,0.31 ,0.24 ,-1.48 ,-22.90 ,-13.28
2021_11_18_08:12:03.594,-0.00 ,-0.00 ,1.00 ,1.04 ,0.18 ,0.18 ,-1.15 ,-22.89 ,-14.81
2021_11_18_08:12:03.669,-0.00 ,-0.00 ,1.00 ,1.10 ,0.12 ,0.31 ,-1.17 ,-22.96 ,-14.98
2021_11_18_08:12:03.729,-0.00 ,-0.00 ,1.00 ,0.98 ,0.06 ,0.12 ,-1.27 ,-22.50 ,-14.43
2021_11_18_08:12:03.804,-0.00 ,-0.00 ,1.00 ,0.98 ,0.18 ,0.18 ,-1.46 ,-23.14 ,-14.53
2021_11_18_08:12:03.879,-0.00 ,-0.00 ,1.00 ,0.85 ,0.18 ,0.24 ,-0.67 ,-22.75 ,-14.55
2021_11_18_08:12:03.955,-0.00 ,-0.00 ,1.00 ,0.92 ,0.31 ,0.37 ,-0.70 ,-22.24 ,-15.08
2021_11_18_08:12:04.029,-0.01 ,-0.00 ,1.00 ,0.92 ,0.18 ,0.24 ,-1.32 ,-22.78 ,-14.45
2021_11_18_08:12:04.135,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.24 ,-1.49 ,-22.47 ,-14.15
2021_11_18_08:12:04.209,-0.00 ,-0.00 ,1.00 ,0.92 ,0.06 ,0.18 ,-0.93 ,-22.77 ,-15.52
2021_11_18_08:12:04.285,-0.00 ,-0.00 ,1.00 ,0.85 ,0.06 ,0.12 ,-0.98 ,-22.58 ,-15.10
2021_11_18_08:12:04.360,-0.00 ,-0.00 ,1.00 ,0.92 ,0.12 ,0.00 ,-1.33 ,-23.03 ,-15.56
2021_11_18_08:12:04.420,-0.00 ,-0.00 ,1.00 ,1.10 ,0.12 ,0.12 ,-1.15 ,-23.08 ,-14.53
2021_11_18_08:12:04.495,-0.00 ,-0.00 ,1.00 ,0.85 ,0.24 ,0.31 ,-0.60 ,-22.57 ,-14.88
2021_11_18_08:12:04.558,-0.00 ,-0.00 ,1.00 ,1.04 ,0.31 ,0.43 ,-1.35 ,-22.84 ,-15.01
2021_11_18_08:12:04.630,-0.00 ,-0.00 ,1.00 ,0.85 ,0.12 ,0.37 ,-1.03 ,-22.94 ,-14.71
2021_11_18_08:12:04.737,-0.00 ,-0.00 ,1.00 ,0.98 ,0.00 ,0.24 ,-0.99 ,-22.78 ,-14.72
2021_11_18_08:12:04.810,-0.00 ,-0.00 ,1.00 ,1.10 ,0.24 ,0.18 ,-1.03 ,-22.53 ,-14.78
2021_11_18_08:12:04.915,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.24 ,-1.53 ,-23.16 ,-15.23
2021_11_18_08:12:05.020,-0.00 ,-0.00 ,1.00 ,1.10 ,0.12 ,0.31 ,-1.11 ,-22.71 ,-15.14
2021_11_18_08:12:05.112,-0.00 ,-0.00 ,1.00 ,0.85 ,0.18 ,0.24 ,-1.14 ,-22.86 ,-14.49
2021_11_18_08:12:05.185,-0.00 ,-0.00 ,1.00 ,1.16 ,-0.06 ,0.12 ,-0.40 ,-22.63 ,-15.82
2021_11_18_08:12:05.245,-0.00 ,-0.00 ,1.00 ,1.10 ,0.24 ,0.24 ,-1.09 ,-23.13 ,-15.43
2021_11_18_08:12:05.351,-0.00 ,-0.00 ,1.00 ,0.73 ,0.12 ,0.24 ,-1.17 ,-23.25 ,-15.98
2021_11_18_08:12:05.426,-0.00 ,-0.00 ,1.00 ,1.22 ,0.12 ,0.12 ,-1.37 ,-22.94 ,-15.30
2021_11_18_08:12:05.486,-0.00 ,-0.00 ,1.00 ,0.92 ,0.06 ,0.24 ,-1.48 ,-22.90 ,-15.26
2021_11_18_08:12:05.576,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.24 ,-1.32 ,-22.68 ,-15.43
2021_11_18_08:12:05.636,-0.00 ,-0.00 ,1.00 ,0.85 ,0.12 ,0.12 ,-1.05 ,-22.95 ,-14.18
2021_11_18_08:12:05.695,-0.00 ,-0.00 ,1.00 ,1.04 ,0.12 ,0.12 ,-1.55 ,-22.92 ,-15.06
2021_11_18_08:12:05.785,-0.00 ,-0.01 ,1.00 ,0.98 ,0.12 ,0.24 ,-1.15 ,-22.61 ,-14.61
2021_11_18_08:12:05.846,-0.00 ,-0.00 ,1.00 ,1.16 ,0.18 ,0.12 ,-1.33 ,-22.67 ,-13.73
2021_11_18_08:12:05.921,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.24 ,-1.20 ,-22.96 ,-15.78
2021_11_18_08:12:05.981,-0.00 ,-0.00 ,0.99 ,0.37 ,-0.06 ,0.31 ,-1.26 ,-22.67 ,-14.45
2021_11_18_08:12:06.087,-0.00 ,-0.01 ,1.00 ,1.16 ,0.06 ,0.12 ,-1.49 ,-22.69 ,-15.67
2021_11_18_08:12:06.161,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.18 ,-1.12 ,-22.81 ,-14.65
2021_11_18_08:12:06.221,-0.00 ,-0.00 ,1.00 ,0.85 ,0.06 ,0.31 ,-1.37 ,-22.09 ,-14.97
2021_11_18_08:12:06.296,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.06 ,-1.35 ,-22.88 ,-14.82
2021_11_18_08:12:06.356,-0.00 ,-0.00 ,1.00 ,1.10 ,0.12 ,0.18 ,-1.17 ,-22.55 ,-14.59
2021_11_18_08:12:06.446,-0.00 ,-0.00 ,1.00 ,0.73 ,0.12 ,0.31 ,-1.16 ,-22.53 ,-15.95
2021_11_18_08:12:06.506,-0.00 ,-0.01 ,1.00 ,0.98 ,0.24 ,0.24 ,-1.67 ,-22.96 ,-15.69
2021_11_18_08:12:06.581,-0.00 ,-0.00 ,1.00 ,0.92 ,0.12 ,0.24 ,-0.72 ,-22.74 ,-14.23
2021_11_18_08:12:06.641,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.06 ,-0.63 ,-22.90 ,-14.43
2021_11_18_08:12:06.716,-0.00 ,-0.01 ,1.00 ,1.16 ,-0.06 ,0.24 ,-1.01 ,-22.61 ,-13.96
2021_11_18_08:12:06.791,-0.00 ,-0.00 ,1.00 ,0.92 ,0.31 ,0.31 ,-1.01 ,-22.62 ,-14.51
2021_11_18_08:12:06.866,-0.00 ,-0.01 ,1.00 ,0.73 ,0.18 ,0.37 ,-1.28 ,-23.01 ,-14.29
2021_11_18_08:12:06.928,-0.00 ,-0.01 ,1.00 ,1.04 ,0.12 ,0.12 ,-1.23 ,-22.80 ,-14.15
2021_11_18_08:12:07.002,-0.00 ,-0.00 ,1.00 ,0.73 ,0.43 ,0.12 ,-1.31 ,-22.95 ,-13.82
2021_11_18_08:12:07.076,-0.00 ,-0.00 ,1.00 ,0.98 ,0.18 ,0.31 ,-1.20 ,-23.21 ,-14.47
2021_11_18_08:12:07.151,-0.00 ,-0.00 ,1.00 ,0.85 ,0.18 ,0.24 ,-0.90 ,-22.99 ,-14.43
2021_11_18_08:12:07.226,-0.00 ,-0.00 ,1.00 ,1.04 ,0.18 ,0.18 ,-0.95 ,-23.25 ,-14.16
2021_11_18_08:12:07.302,-0.00 ,-0.00 ,1.00 ,0.79 ,0.24 ,0.18 ,-1.16 ,-23.14 ,-14.65
2021_11_18_08:12:07.377,-0.00 ,-0.00 ,1.00 ,1.10 ,0.24 ,0.31 ,-1.33 ,-22.56 ,-13.98
2021_11_18_08:12:07.436,-0.00 ,-0.00 ,1.00 ,0.92 ,0.24 ,0.18 ,-0.94 ,-23.18 ,-13.98
2021_11_18_08:12:07.512,-0.00 ,-0.00 ,1.00 ,0.98 ,0.24 ,0.18 ,-1.15 ,-23.21 ,-14.32
2021_11_18_08:12:07.602,-0.00 ,-0.01 ,1.00 ,0.85 ,0.31 ,0.18 ,-1.22 ,-23.23 ,-15.82
2021_11_18_08:12:07.662,-0.00 ,-0.00 ,1.00 ,0.98 ,0.43 ,0.24 ,-1.35 ,-22.67 ,-15.16
2021_11_18_08:12:07.737,-0.00 ,-0.00 ,1.00 ,0.92 ,0.24 ,0.18 ,-1.07 ,-23.19 ,-14.11
2021_11_18_08:12:07.812,-0.00 ,-0.00 ,1.00 ,0.79 ,0.31 ,0.24 ,-1.00 ,-22.95 ,-14.20
2021_11_18_08:12:07.887,0.00 ,-0.01 ,1.00 ,1.10 ,-0.06 ,0.43 ,-1.38 ,-22.57 ,-15.14
2021_11_18_08:12:07.947,-0.00 ,-0.01 ,1.00 ,2.62 ,0.31 ,-0.06 ,-1.20 ,-22.79 ,-14.95
2021_11_18_08:12:08.022,-0.00 ,-0.00 ,1.00 ,-0.92 ,0.12 ,0.43 ,-1.59 ,-22.39 ,-14.66
2021_11_18_08:12:08.097,-0.00 ,-0.01 ,1.00 ,0.06 ,0.12 ,0.37 ,-1.05 ,-22.47 ,-15.59
2021_11_18_08:12:08.172,-0.00 ,-0.00 ,1.00 ,0.00 ,0.12 ,0.37 ,-1.67 ,-22.62 ,-14.76
2021_11_18_08:12:08.247,-0.00 ,-0.01 ,1.00 ,0.37 ,0.12 ,0.31 ,-1.66 ,-22.56 ,-14.76
2021_11_18_08:12:08.337,-0.00 ,-0.01 ,1.00 ,0.55 ,0.37 ,0.37 ,-1.10 ,-22.72 ,-13.49
2021_11_18_08:12:08.412,-0.00 ,-0.01 ,1.00 ,1.34 ,0.06 ,0.24 ,-1.11 ,-22.96 ,-14.10
2021_11_18_08:12:08.487,-0.00 ,-0.00 ,1.00 ,1.34 ,0.18 ,0.31 ,-1.31 ,-22.71 ,-14.05
2021_11_18_08:12:08.547,-0.00 ,-0.00 ,1.00 ,0.98 ,0.06 ,0.31 ,-1.29 ,-22.51 ,-14.58
2021_11_18_08:12:08.622,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.24 ,-1.01 ,-22.24 ,-13.33
2021_11_18_08:12:08.697,-0.00 ,-0.00 ,1.00 ,0.67 ,0.24 ,0.24 ,-1.40 ,-22.40 ,-14.29
2021_11_18_08:12:08.757,-0.00 ,-0.00 ,1.00 ,0.73 ,0.00 ,0.18 ,-1.68 ,-22.39 ,-13.94
2021_11_18_08:12:08.817,-0.00 ,-0.00 ,1.00 ,0.92 ,0.12 ,0.24 ,-1.42 ,-22.66 ,-15.12
2021_11_18_08:12:08.907,-0.00 ,-0.00 ,1.00 ,1.10 ,0.31 ,0.24 ,-1.18 ,-22.41 ,-14.40
2021_11_18_08:12:08.982,-0.00 ,-0.01 ,1.00 ,0.98 ,0.12 ,0.18 ,-1.06 ,-22.11 ,-14.65
2021_11_18_08:12:09.042,-0.00 ,-0.00 ,1.00 ,1.16 ,0.37 ,0.49 ,-1.37 ,-22.79 ,-14.99
2021_11_18_08:12:09.117,-0.00 ,-0.00 ,1.00 ,0.73 ,0.12 ,0.00 ,-1.31 ,-22.74 ,-14.60
2021_11_18_08:12:09.192,-0.00 ,-0.00 ,1.00 ,0.92 ,0.37 ,0.12 ,-1.56 ,-22.44 ,-13.93
2021_11_18_08:12:09.268,-0.00 ,-0.00 ,1.00 ,1.10 ,0.06 ,0.18 ,-1.78 ,-22.88 ,-14.29
2021_11_18_08:12:09.342,-0.00 ,-0.00 ,1.00 ,1.04 ,0.31 ,0.31 ,-1.56 ,-22.73 ,-14.88
2021_11_18_08:12:09.417,-0.00 ,-0.00 ,1.00 ,0.79 ,0.24 ,0.43 ,-1.59 ,-22.46 ,-14.17
2021_11_18_08:12:09.493,-0.00 ,-0.00 ,1.00 ,0.92 ,0.18 ,0.31 ,-1.28 ,-23.16 ,-13.51
2021_11_18_08:12:09.582,-0.00 ,-0.00 ,1.00 ,0.79 ,0.18 ,0.37 ,-1.45 ,-23.32 ,-14.26
2021_11_18_08:12:09.673,-0.00 ,-0.00 ,1.00 ,0.85 ,0.24 ,0.24 ,-1.05 ,-22.99 ,-14.44
2021_11_18_08:12:09.733,-0.00 ,-0.00 ,1.00 ,0.92 ,0.06 ,0.24 ,-1.73 ,-22.62 ,-15.30
2021_11_18_08:12:09.823,-0.00 ,-0.00 ,1.00 ,0.92 ,0.31 ,0.37 ,-1.54 ,-22.77 ,-14.05
2021_11_18_08:12:09.883,-0.00 ,-0.00 ,1.00 ,0.85 ,0.12 ,0.24 ,-1.83 ,-22.75 ,-16.08
2021_11_18_08:12:09.958,-0.00 ,-0.00 ,1.00 ,0.85 ,0.00 ,0.24 ,-1.77 ,-22.36 ,-15.32
2021_11_18_08:12:10.032,-0.00 ,-0.00 ,1.00 ,0.98 ,-0.12 ,0.24 ,-0.77 ,-22.12 ,-15.61
2021_11_18_08:12:10.108,-0.00 ,-0.00 ,1.00 ,1.04 ,0.12 ,0.24 ,-0.77 ,-22.12 ,-15.61
2021_11_18_08:12:10.168,-0.00 ,-0.00 ,1.00 ,1.16 ,0.31 ,0.24 ,-1.42 ,-22.41 ,-15.78
2021_11_18_08:12:10.243,-0.00 ,-0.00 ,1.00 ,0.98 ,0.24 ,0.24 ,-1.49 ,-22.90 ,-15.08
2021_11_18_08:12:10.304,-0.00 ,-0.00 ,1.00 ,0.92 ,0.18 ,0.24 ,-1.46 ,-22.01 ,-14.38
2021_11_18_08:12:10.393,-0.00 ,-0.00 ,1.00 ,1.04 ,0.12 ,0.24 ,-1.43 ,-21.92 ,-15.82
2021_11_18_08:12:10.468,-0.00 ,-0.00 ,1.00 ,0.98 ,0.06 ,0.31 ,-1.68 ,-22.97 ,-14.81
2021_11_18_08:12:10.544,-0.00 ,-0.00 ,1.00 ,1.10 ,0.18 ,0.12 ,-1.32 ,-22.66 ,-15.37
2021_11_18_08:12:10.603,-0.00 ,-0.00 ,1.00 ,1.10 ,0.12 ,0.18 ,-1.62 ,-22.30 ,-14.47
2021_11_18_08:12:10.663,-0.00 ,-0.00 ,1.00 ,1.04 ,0.37 ,0.12 ,-1.14 ,-22.49 ,-14.82
2021_11_18_08:12:10.753,-0.00 ,-0.00 ,1.00 ,1.04 ,0.24 ,0.31 ,-1.03 ,-22.55 ,-14.95
2021_11_18_08:12:10.813,-0.00 ,-0.00 ,1.00 ,1.04 ,0.12 ,0.12 ,-1.61 ,-22.72 ,-14.21
2021_11_18_08:12:10.888,-0.00 ,-0.00 ,1.00 ,0.98 ,0.24 ,0.31 ,-1.61 ,-22.72 ,-14.21
2021_11_18_08:12:10.948,-0.00 ,-0.00 ,1.00 ,0.85 ,0.12 ,0.18 ,-1.56 ,-22.60 ,-14.69
2021_11_18_08:12:11.024,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.24 ,-0.82 ,-22.94 ,-15.20
2021_11_18_08:12:11.128,-0.00 ,-0.00 ,1.00 ,1.10 ,0.31 ,0.12 ,-1.03 ,-22.91 ,-15.54
2021_11_18_08:12:11.188,-0.00 ,-0.00 ,1.00 ,1.10 ,0.31 ,0.18 ,-1.00 ,-22.34 ,-14.61
2021_11_18_08:12:11.284,-0.00 ,-0.00 ,1.00 ,1.10 ,0.18 ,0.24 ,-1.75 ,-22.67 ,-15.43
2021_11_18_08:12:11.338,-0.00 ,-0.00 ,1.00 ,1.10 ,0.18 ,0.37 ,-0.76 ,-22.67 ,-14.49
2021_11_18_08:12:11.413,-0.00 ,-0.00 ,1.00 ,1.22 ,0.37 ,0.31 ,-0.92 ,-22.23 ,-14.99
2021_11_18_08:12:11.473,-0.00 ,-0.00 ,1.00 ,0.85 ,0.06 ,0.18 ,-1.37 ,-22.34 ,-13.16
2021_11_18_08:12:11.549,-0.00 ,-0.00 ,1.00 ,0.98 ,0.31 ,0.18 ,-1.31 ,-22.41 ,-13.21
2021_11_18_08:12:11.638,-0.00 ,-0.00 ,1.00 ,1.16 ,0.06 ,0.18 ,-1.26 ,-22.34 ,-16.21
2021_11_18_08:12:11.698,-0.00 ,-0.00 ,1.00 ,0.85 ,0.18 ,0.24 ,-1.50 ,-22.38 ,-15.32
2021_11_18_08:12:11.773,-0.00 ,-0.00 ,1.00 ,0.98 ,0.37 ,0.24 ,-1.50 ,-22.38 ,-15.32
2021_11_18_08:12:11.833,-0.00 ,-0.00 ,1.00 ,0.85 ,0.12 ,0.12 ,-1.31 ,-22.56 ,-15.15
2021_11_18_08:12:11.909,-0.00 ,-0.00 ,1.00 ,0.98 ,0.06 ,0.37 ,-1.18 ,-22.71 ,-14.06
2021_11_18_08:12:11.969,-0.00 ,-0.00 ,1.00 ,0.92 ,0.18 ,0.18 ,-1.07 ,-22.38 ,-14.67
2021_11_18_08:12:12.044,-0.00 ,-0.00 ,1.00 ,1.16 ,0.18 ,0.18 ,-1.54 ,-22.28 ,-14.72
2021_11_18_08:12:12.118,-0.00 ,-0.00 ,1.00 ,1.04 ,0.31 ,0.24 ,-1.50 ,-22.55 ,-14.56
2021_11_18_08:12:12.193,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.12 ,-1.25 ,-22.69 ,-13.46
2021_11_18_08:12:12.253,-0.00 ,-0.00 ,1.00 ,0.92 ,0.06 ,0.31 ,-1.39 ,-22.72 ,-14.16
2021_11_18_08:12:12.329,-0.00 ,-0.00 ,1.00 ,0.98 ,0.37 ,0.24 ,-1.45 ,-22.53 ,-15.16
2021_11_18_08:12:12.389,-0.00 ,-0.00 ,1.00 ,1.04 ,0.06 ,0.12 ,-0.82 ,-22.56 ,-14.53
2021_11_18_08:12:12.479,-0.00 ,-0.00 ,1.00 ,0.98 ,0.06 ,0.31 ,-1.23 ,-22.18 ,-15.09
2021_11_18_08:12:12.554,-0.00 ,-0.00 ,1.00 ,0.85 ,0.12 ,0.18 ,-1.56 ,-22.29 ,-14.61
2021_11_18_08:12:12.614,-0.00 ,-0.00 ,1.00 ,1.10 ,0.18 ,0.12 ,-1.32 ,-22.91 ,-15.61
2021_11_18_08:12:12.674,-0.00 ,-0.00 ,1.00 ,0.73 ,0.18 ,0.31 ,-1.27 ,-22.17 ,-15.37
2021_11_18_08:12:12.779,-0.00 ,-0.00 ,1.00 ,1.10 ,0.18 ,0.06 ,-1.86 ,-22.52 ,-15.64
2021_11_18_08:12:12.854,-0.00 ,-0.00 ,1.00 ,0.98 ,0.37 ,0.31 ,-1.56 ,-22.80 ,-14.01
2021_11_18_08:12:12.914,-0.00 ,-0.00 ,1.00 ,1.04 ,0.18 ,0.06 ,-1.38 ,-22.23 ,-13.71
2021_11_18_08:12:12.989,-0.00 ,-0.00 ,1.00 ,0.98 ,0.24 ,0.12 ,-0.62 ,-22.16 ,-14.16
2021_11_18_08:12:13.064,-0.00 ,-0.00 ,1.00 ,1.10 ,0.18 ,0.24 ,-1.22 ,-22.73 ,-13.81
2021_11_18_08:12:13.124,-0.00 ,-0.00 ,1.00 ,1.10 ,0.24 ,0.18 ,-1.07 ,-22.97 ,-14.00
2021_11_18_08:12:13.199,-0.00 ,-0.00 ,1.00 ,1.04 ,0.24 ,0.24 ,-1.25 ,-22.91 ,-13.33
2021_11_18_08:12:13.274,-0.00 ,-0.00 ,1.00 ,0.79 ,0.12 ,0.24 ,-1.56 ,-23.03 ,-14.48
2021_11_18_08:12:13.379,-0.00 ,-0.00 ,1.00 ,1.04 ,0.31 ,0.18 ,-1.35 ,-22.35 ,-13.11
2021_11_18_08:12:13.469,-0.00 ,-0.00 ,1.00 ,0.92 ,0.12 ,0.37 ,-1.51 ,-22.84 ,-14.43
2021_11_18_08:12:13.544,-0.00 ,-0.00 ,1.00 ,0.79 ,0.06 ,0.24 ,-1.16 ,-22.63 ,-13.94
2021_11_18_08:12:13.603,-0.00 ,-0.00 ,1.00 ,0.92 ,0.18 ,0.18 ,-1.38 ,-22.27 ,-14.18
2021_11_18_08:12:13.665,-0.00 ,-0.00 ,1.00 ,1.10 ,0.12 ,0.24 ,-1.33 ,-22.23 ,-13.18
2021_11_18_08:12:13.739,-0.00 ,-0.00 ,1.00 ,1.04 ,0.06 ,0.31 ,-1.38 ,-22.47 ,-13.73
2021_11_18_08:12:13.814,-0.00 ,-0.00 ,1.00 ,0.98 ,0.18 ,0.31 ,-1.43 ,-22.64 ,-14.31
2021_11_18_08:12:13.889,-0.00 ,-0.00 ,1.00 ,0.79 ,0.18 ,0.12 ,-1.33 ,-22.34 ,-14.70
2021_11_18_08:12:13.964,-0.00 ,-0.00 ,1.00 ,1.04 ,0.24 ,0.24 ,-1.01 ,-22.71 ,-13.95
2021_11_18_08:12:14.040,-0.00 ,-0.00 ,1.00 ,1.10 ,0.18 ,0.12 ,-1.28 ,-22.33 ,-14.93
2021_11_18_08:12:14.114,-0.00 ,-0.00 ,1.00 ,1.04 ,0.24 ,0.18 ,-1.43 ,-22.42 ,-14.21
2021_11_18_08:12:14.174,-0.00 ,-0.00 ,1.00 ,1.04 ,0.18 ,0.31 ,-1.57 ,-22.45 ,-13.31
2021_11_18_08:12:14.249,-0.00 ,-0.00 ,1.00 ,1.04 ,0.12 ,0.31 ,-1.04 ,-22.56 ,-13.22
2021_11_18_08:12:14.324,-0.00 ,-0.00 ,1.00 ,1.04 ,0.12 ,0.12 ,-1.64 ,-22.42 ,-14.00
2021_11_18_08:12:14.385,-0.00 ,-0.00 ,1.00 ,1.04 ,0.37 ,0.24 ,-1.39 ,-22.90 ,-13.23
2021_11_18_08:12:14.459,-0.00 ,-0.00 ,1.00 ,0.79 ,0.06 ,0.18 ,-1.31 ,-22.57 ,-14.10
2021_11_18_08:12:14.534,-0.00 ,-0.00 ,1.00 ,0.98 ,0.12 ,0.12 ,-1.56 ,-22.88 ,-14.88
2021_11_18_08:12:14.609,-0.00 ,-0.00 ,1.00 ,0.98 ,0.31 ,0.31 ,-1.55 ,-22.58 ,-14.14
2021_11_18_08:12:14.669,-0.00 ,-0.01 ,1.00 ,1.22 ,0.12 ,0.31 ,-1.16 ,-22.79 ,-13.35
2021_11_18_08:12:14.744,-0.00 ,-0.00 ,1.00 ,0.92 ,0.31 ,0.24 ,-1.16 ,-22.79 ,-13.35
2021_11_18_08:12:14.835,-0.00 ,-0.00 ,1.00 ,1.10 ,0.37 ,0.12 ,-1.51 ,-22.71 ,-13.82
2021_11_18_08:12:14.909,-0.00 ,-0.00 ,1.00 ,0.98 ,0.18 ,0.18 ,-1.37 ,-22.39 ,-14.27
2021_11_18_08:12:14.984,-0.00 ,-0.00 ,1.00 ,1.04 ,0.24 ,0.31 ,-0.93 ,-22.57 ,-13.99
